species	superkingdom	phylum	class
thermovorax_subterraneus	Bacteria	Firmicutes	
thermoactinomyces_thalpophilus	Bacteria	Firmicutes	
macrococcus_carouselicus	Bacteria	Firmicutes	
apodemus_flavicollis	Eukaryota	Chordata	
actinomyces_nasicola	Bacteria	Actinobacteria	
porphyromonas_asaccharolytica	Bacteria	Bacteroidetes	
deinococcus_aquaticus	Bacteria	Deinococcus-Thermus	
pseudoxanthobacter_soli	Bacteria	Proteobacteria	Alphaproteobacteria
amnibacterium_kyonggiense	Bacteria	Actinobacteria	
isoptericola_variabilis	Bacteria	Actinobacteria	
kluyvera_georgiana	Bacteria	Proteobacteria	Gammaproteobacteria
gordonia_sputi	Bacteria	Actinobacteria	
alcaligenes_note:	Bacteria		
pestalotiopsis_versicolor	Eukaryota	Ascomycota	
arabidopsis_thaliana	Eukaryota	Streptophyta	
arthrobacter_stackebrandtii	Bacteria	Actinobacteria	
proteiniphilum_acetatigenes	Bacteria	Bacteroidetes	
dechloromonas_agitata	Bacteria	Proteobacteria	Betaproteobacteria
fervidobacterium_islandicum	Bacteria	Thermotogae	
sporobacterium_olearium	Bacteria	Firmicutes	
oryzihumus_leptocrescens	Bacteria	Actinobacteria	
marichromatium_gracile	Bacteria	Proteobacteria	Gammaproteobacteria
nocardia_vaccinii	Bacteria	Actinobacteria	
schizosaccharomyces_octosporus	Eukaryota	Ascomycota	
mycobacterium_conspicuum	Bacteria	Actinobacteria	
brevibacterium_antiquum	Bacteria	Actinobacteria	
lewinella_agarilytica	Bacteria	Bacteroidetes	
spiroplasma_citri	Bacteria	Tenericutes	
desulfovermiculus_halophilus	Bacteria	Proteobacteria	Deltaproteobacteria
desulfosoma_caldarium	Bacteria	Proteobacteria	Deltaproteobacteria
rhodovulum_visakhapatnamense	Bacteria	Proteobacteria	Alphaproteobacteria
wickerhamomyces_strasburgensis	Eukaryota	Ascomycota	
leisingera_aquimarina	Bacteria	Proteobacteria	Alphaproteobacteria
ferroglobus_placidus	Archaea	Euryarchaeota	
sturnira_lilium	Eukaryota	Chordata	
leucobacter_chromiiresistens	Bacteria	Actinobacteria	
actinobacillus_delphinicola	Bacteria	Proteobacteria	Gammaproteobacteria
pedobacter_saltans	Bacteria	Bacteroidetes	
streptomyces_matensis	Bacteria	Actinobacteria	
stropharia_rugosoannulata	Eukaryota	Basidiomycota	
methylophilus_methylotrophus	Bacteria	Proteobacteria	Betaproteobacteria
microtus_richardsoni	Eukaryota	Chordata	
pythium_debaryanum	Eukaryota		
halobacterium_halobacterium	Archaea	Euryarchaeota	
thalictrum_calabricum	Eukaryota	Streptophyta	
jeotgalicoccus_halotolerans	Bacteria	Firmicutes	
actinoplanes_globisporus	Bacteria	Actinobacteria	
pasteurella_caballi	Bacteria	Proteobacteria	Gammaproteobacteria
paenibacillus_popilliae	Bacteria	Firmicutes	
streptococcus_urinalis	Bacteria	Firmicutes	
alcanivorax_venustensis	Bacteria	Proteobacteria	Gammaproteobacteria
notoryctes_caurinus	Eukaryota	Chordata	
amanita_rubescens	Eukaryota	Basidiomycota	
desulfotalea_arctica	Bacteria	Proteobacteria	Deltaproteobacteria
schizosaccharomyces_pombe	Eukaryota	Ascomycota	
pseudomonas_anguilliseptica	Bacteria	Proteobacteria	Gammaproteobacteria
crocidura_viaria	Eukaryota	Chordata	
pedobacter_suwonensis	Bacteria	Bacteroidetes	
neisseria_mucosa	Bacteria	Proteobacteria	Betaproteobacteria
collybia_dryophila	Eukaryota	Basidiomycota	
petrotoga_miotherma	Bacteria	Thermotogae	
bradyrhizobium_liaoningense	Bacteria	Proteobacteria	Alphaproteobacteria
clostridium_sartagoforme	Bacteria	Firmicutes	
bacillus_odysseyi	Bacteria	Firmicutes	
paenibacillus_panacisoli	Bacteria	Firmicutes	
variovorax_boronicumulans	Bacteria	Proteobacteria	Betaproteobacteria
blastococcus_saxobsidens	Bacteria	Actinobacteria	
oceanospirillum_beijerinckii	Bacteria	Proteobacteria	Gammaproteobacteria
phyllostomus_hastatus	Eukaryota	Chordata	
streptomyces_virginiae	Bacteria	Actinobacteria	
trichomonas_vaginalis	Eukaryota		
amycolatopsis_halotolerans	Bacteria	Actinobacteria	
methylobacterium_komagatae	Bacteria	Proteobacteria	Alphaproteobacteria
desulfovibrio_oxamicus	Bacteria	Proteobacteria	Deltaproteobacteria
micromonospora_inositola	Bacteria	Actinobacteria	
pleurotus_cornucopiae	Eukaryota	Basidiomycota	
gulbenkiania_indica	Bacteria	Proteobacteria	Betaproteobacteria
sphaerisporangium_viridialbum	Bacteria	Actinobacteria	
methylobacterium_mesophilicum	Bacteria	Proteobacteria	Alphaproteobacteria
tamandua_tetradactyla	Eukaryota	Chordata	
aurantimonas_manganoxydans	Bacteria	Proteobacteria	Alphaproteobacteria
pandoraea_thiooxydans	Bacteria	Proteobacteria	Betaproteobacteria
arthrobacter_alkaliphilus	Bacteria	Actinobacteria	
myoviridae_escherichia	Bacteria	Proteobacteria	Gammaproteobacteria
streptococcus_infantis	Bacteria	Firmicutes	
dictyostelium_mucoroides	Eukaryota		
syntrophobacter_sulfatireducens	Bacteria	Proteobacteria	Deltaproteobacteria
bacillus_galactosidilyticus	Bacteria	Firmicutes	
penicillium_spinulosum	Eukaryota	Ascomycota	
shewanella_baltica	Bacteria	Proteobacteria	Gammaproteobacteria
bacillus_atrophaeus	Bacteria	Firmicutes	
mycobacterium_rhodesiae	Bacteria	Actinobacteria	
desulfurococcus_kamchatkensis	Archaea	Crenarchaeota	
halomonas_halophila	Bacteria	Proteobacteria	Gammaproteobacteria
leptotrichia_goodfellowii	Bacteria	Fusobacteria	
caldanaerobius_fijiensis	Bacteria	Firmicutes	
thermococcus_acidaminovorans	Archaea	Euryarchaeota	
bradyrhizobium_cytisi	Bacteria	Proteobacteria	Alphaproteobacteria
pedobacter_alluvionis	Bacteria	Bacteroidetes	
rhodopseudomonas_rhodopseudomonas	Bacteria	Proteobacteria	Alphaproteobacteria
barnesiella_viscericola	Bacteria	Bacteroidetes	
ceratocystiopsis_crassivaginata	Eukaryota	Ascomycota	
halomonas_venusta	Bacteria	Proteobacteria	Gammaproteobacteria
fervidobacterium_pennivorans	Bacteria	Thermotogae	
bos_taurus	Eukaryota	Chordata	
nocardioides_furvisabuli	Bacteria	Actinobacteria	
ureibacillus_composti	Bacteria	Firmicutes	
clostridium_leptum	Bacteria	Firmicutes	
erythrobasidium_hasegawianum	Eukaryota	Basidiomycota	
sedimentibacter_hydroxybenzoicus	Bacteria	Firmicutes	
berberis_julianae	Eukaryota	Streptophyta	
clostridium_populeti	Bacteria	Firmicutes	
diphylla_ecaudata	Eukaryota	Chordata	
cohnella_soli	Bacteria	Firmicutes	
geobacillus_zalihae	Bacteria	Firmicutes	
mucor_fuscus	Eukaryota	Mucoromycota	
filobasidiella_neoformans	Eukaryota	Basidiomycota	
talaromyces_stipitatus	Eukaryota	Ascomycota	
actinomadura_coerulea	Bacteria	Actinobacteria	
yaniella_flava	Bacteria	Actinobacteria	
rheinheimera_pacifica	Bacteria	Proteobacteria	Gammaproteobacteria
caloranaerobacter_azorensis	Bacteria	Firmicutes	
penicillium_sacculum	Eukaryota	Ascomycota	
thiorhodococcus_kakinadensis	Bacteria	Proteobacteria	Gammaproteobacteria
umboniibacter_marinipuniceus	Bacteria	Proteobacteria	Gammaproteobacteria
serratia_proteamaculans	Bacteria	Proteobacteria	Gammaproteobacteria
ancylobacter_oerskovii	Bacteria	Proteobacteria	Alphaproteobacteria
anaerococcus_murdochii	Bacteria	Firmicutes	
gardenia_posoquerioides		Streptophyta	
heteromys_desmarestianus	Eukaryota	Chordata	
sclerotinia_minor	Eukaryota	Ascomycota	
lentibacillus_persicus	Bacteria	Firmicutes	
jeotgalicoccus_nanhaiensis	Bacteria	Firmicutes	
gracilimonas_tropica	Bacteria	Balneolaeota	
goodfellowiella_coeruleoviolacea	Bacteria	Actinobacteria	
thiothrix_lacustris	Bacteria	Proteobacteria	Gammaproteobacteria
trueperella_bonasi	Bacteria	Actinobacteria	
sphingomonas_paucimobilis	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_malachitospinus	Bacteria	Actinobacteria	
aureimonas_ureilytica	Bacteria	Proteobacteria	Alphaproteobacteria
gordonia_humi	Bacteria	Actinobacteria	
sphingomonas_asaccharolytica	Bacteria	Proteobacteria	Alphaproteobacteria
inonotus_obliquus	Eukaryota	Basidiomycota	
thalassobacillus_pellis	Bacteria	Firmicutes	
herbaspirillum_chlorophenolicum	Bacteria	Proteobacteria	Betaproteobacteria
psychromonas_arctica	Bacteria	Proteobacteria	Gammaproteobacteria
thermaerobacter_litoralis	Bacteria	Firmicutes	
septobasidium_carestianum	Eukaryota	Basidiomycota	
actinomyces_viscosus	Bacteria	Actinobacteria	
farysia_thuemenii	Eukaryota	Basidiomycota	
halomonas_desiderata	Bacteria	Proteobacteria	Gammaproteobacteria
streptacidiphilus_carbonis	Bacteria	Actinobacteria	
nocardia_fluminea	Bacteria	Actinobacteria	
methylobacterium_fujisawaense	Bacteria	Proteobacteria	Alphaproteobacteria
pseudantechinus_macdonnellensis	Eukaryota	Chordata	
nocardioides_islandensis	Bacteria	Actinobacteria	
nocardiopsis_nikkonensis	Bacteria	Actinobacteria	
citrus_limon	Eukaryota	Streptophyta	
shewanella_loihica	Bacteria	Proteobacteria	Gammaproteobacteria
ervatamia_divaricata	Eukaryota	Streptophyta	
micromonospora_pallida	Bacteria	Actinobacteria	
arthrobacter_cumminsii	Bacteria	Actinobacteria	
geobacillus_geobacillus	Bacteria	Firmicutes	
gillisia_mitskevichiae	Bacteria	Bacteroidetes	
streptomyces_phemorphus	Bacteria	Actinobacteria	
psychrobacter_pulmonis	Bacteria	Proteobacteria	Gammaproteobacteria
trichosporon_cutaneum	Eukaryota	Basidiomycota	
pseudomonas_vranovensis	Bacteria	Proteobacteria	Gammaproteobacteria
clavisporangium_rectum	Bacteria	Actinobacteria	
acidocella_facilis	Bacteria	Proteobacteria	Alphaproteobacteria
chryseobacterium_caeni	Bacteria	Bacteroidetes	
pyrococcus_furiosus	Archaea	Euryarchaeota	
bacillus_cibi	Bacteria	Firmicutes	
weissella_cibaria	Bacteria	Firmicutes	
propionispora_hippei	Bacteria	Firmicutes	
beijerinckia_doebereinerae	Bacteria	Proteobacteria	Alphaproteobacteria
clostridium_autoethanogenum	Bacteria	Firmicutes	
cryptomys_hottentotus	Eukaryota	Chordata	
halorubrum_lipolyticum	Archaea	Euryarchaeota	
azoarcus_evansii	Bacteria	Proteobacteria	Betaproteobacteria
actinobacillus_porcinus	Bacteria	Proteobacteria	Gammaproteobacteria
mycobacterium_haemophilum	Bacteria	Actinobacteria	
ochrobactrum_pituitosum	Bacteria	Proteobacteria	Alphaproteobacteria
thiorhodovibrio_winogradskyi	Bacteria	Proteobacteria	Gammaproteobacteria
hydrogenobacter_hydrogenophilus	Bacteria	Aquificae	
kleinia_neriifolia	Eukaryota	Streptophyta	
calditerricola_yamamurae	Bacteria	Firmicutes	
cercospora_macrospora	Eukaryota	Ascomycota	
sphingobium_rhizovicinum	Bacteria	Proteobacteria	Alphaproteobacteria
lactobacillus_pantheris	Bacteria	Firmicutes	
stenotrophomonas_ginsengisoli	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_violaceoruber	Bacteria	Actinobacteria	
gongronella_butleri	Eukaryota	Mucoromycota	
amycolatopsis_vancoresmycina	Bacteria	Actinobacteria	
arsenicicoccus_bolidensis	Bacteria	Actinobacteria	
pseudomonas_psychrotolerans	Bacteria	Proteobacteria	Gammaproteobacteria
ereunetes_mauri	Eukaryota	Chordata	
galago_senegalensis	Eukaryota	Chordata	
cryobacterium_roopkundense	Bacteria	Actinobacteria	
dipodomys_microps	Eukaryota	Chordata	
odoribacter_laneus	Bacteria	Bacteroidetes	
methanocalculus_taiwanensis	Archaea	Euryarchaeota	
rhodomicrobium_vannielii	Bacteria	Proteobacteria	Alphaproteobacteria
castellaniella_daejeonensis	Bacteria	Proteobacteria	Betaproteobacteria
fusarium_poae	Eukaryota	Ascomycota	
leptospira_santarosai	Bacteria	Spirochaetes	
legionella_hackeliae	Bacteria	Proteobacteria	Gammaproteobacteria
archaeoglobus_sulfaticallidus	Archaea	Euryarchaeota	
coronilla_coronata	Eukaryota	Streptophyta	
priceomyces_haplophilus	Eukaryota	Ascomycota	
salinicoccus_jeotgali	Bacteria	Firmicutes	
herminiimonas_aquatilis	Bacteria	Proteobacteria	Betaproteobacteria
streptococcus_hyointestinalis	Bacteria	Firmicutes	
xylanimonas_cellulosilytica	Bacteria	Actinobacteria	
gordonia_malaquae	Bacteria	Actinobacteria	
propionibacterium_propionicum	Bacteria	Actinobacteria	
vibrio_orientalis	Bacteria	Proteobacteria	Gammaproteobacteria
desulfovibrio_aminophilus	Bacteria	Proteobacteria	Deltaproteobacteria
mycobacterium_florentinum	Bacteria	Actinobacteria	
brevundimonas_kwangchunensis	Bacteria	Proteobacteria	Alphaproteobacteria
prevotella_dentalis	Bacteria	Bacteroidetes	
agouti_paca	Eukaryota	Chordata	
bacteroides_coprophilus	Bacteria	Bacteroidetes	
corynebacterium_testudinoris	Bacteria	Actinobacteria	
bifidobacterium_coryneforme	Bacteria	Actinobacteria	
pseudomonas_cichorii	Bacteria	Proteobacteria	Gammaproteobacteria
roseomonas_mucosa	Bacteria	Proteobacteria	Alphaproteobacteria
nocardia_salmonicida	Bacteria	Actinobacteria	
thiocapsa_rosea	Bacteria	Proteobacteria	Gammaproteobacteria
suncus_etruscus	Eukaryota	Chordata	
neisseria_perflava	Bacteria	Proteobacteria	Betaproteobacteria
solitalea_canadensis	Bacteria	Bacteroidetes	
alteromonas_macleodii	Bacteria	Proteobacteria	Gammaproteobacteria
calditerricola_satsumensis	Bacteria	Firmicutes	
nautilia_lithotrophica	Bacteria	Proteobacteria	Epsilonproteobacteria
enterococcus_note:	Bacteria		
streptomyces_olivochromogenes	Bacteria	Actinobacteria	
salinicoccus_salsiraiae	Bacteria	Firmicutes	
filibacter_limicola	Bacteria	Firmicutes	
stenotrophomonas_nitritireducens	Bacteria	Proteobacteria	Gammaproteobacteria
novosphingobium_aromaticivorans	Bacteria	Proteobacteria	Alphaproteobacteria
lactobacillus_farciminis	Bacteria	Firmicutes	
porphyromonas_somerae	Bacteria	Bacteroidetes	
emilia_coccinea	Eukaryota	Streptophyta	
rousettus_amplexicaudatus	Eukaryota	Chordata	
trichoderma_longibrachiatum	Eukaryota	Ascomycota	
eudoraea_adriatica	Bacteria	Bacteroidetes	
pseudomonas_azotifigens	Bacteria	Proteobacteria	Gammaproteobacteria
stackebrandtia_albiflava	Bacteria	Actinobacteria	
phytophthora_drechsleri	Eukaryota		
promicromonospora_xylanilytica	Bacteria	Actinobacteria	
helicobacter_muridarum	Bacteria	Proteobacteria	Epsilonproteobacteria
nesterenkonia_halophila	Bacteria	Actinobacteria	
pestalotiopsis_microspora	Eukaryota	Ascomycota	
acremonium_chrysogenum	Eukaryota	Ascomycota	
albibacter_methylovorans	Bacteria	Proteobacteria	Alphaproteobacteria
nicoletella_semolina	Bacteria	Proteobacteria	Gammaproteobacteria
bifidobacterium_breve	Bacteria	Actinobacteria	
sporosarcina_koreensis	Bacteria	Firmicutes	
actinobacillus_lignieresii	Bacteria	Proteobacteria	Gammaproteobacteria
clerodendrum_glabrum	Eukaryota	Streptophyta	
flavobacterium_subsaxonicum	Bacteria	Bacteroidetes	
oxalicibacterium_faecigallinarum	Bacteria	Proteobacteria	Betaproteobacteria
mycobacterium_frederiksbergense	Bacteria	Actinobacteria	
bryonia_cretica	Eukaryota	Streptophyta	
sclerotium_coffeicola	Eukaryota	Basidiomycota	
aeromicrobium_ponti	Bacteria	Actinobacteria	
luteimonas_mephitis	Bacteria	Proteobacteria	Gammaproteobacteria
nocardia_xishanensis	Bacteria	Actinobacteria	
dipodomys_agilis	Eukaryota	Chordata	
leptospira_broomii	Bacteria	Spirochaetes	
pasteurella_skyensis	Bacteria	Proteobacteria	Gammaproteobacteria
paenibacillus_azoreducens	Bacteria	Firmicutes	
sinorhizobium_acacia	Eukaryota	Streptophyta	
orenia_salinaria	Bacteria	Firmicutes	
sagittula_stellata	Bacteria	Proteobacteria	Alphaproteobacteria
curvularia_fallax	Eukaryota	Ascomycota	
sphingobium_chlorophenolicum	Bacteria	Proteobacteria	Alphaproteobacteria
streptomyces_filipinensis	Bacteria	Actinobacteria	
psychrobacter_namhaensis	Bacteria	Proteobacteria	Gammaproteobacteria
serratia_entomophila	Bacteria	Proteobacteria	Gammaproteobacteria
monilinia_fructigena	Eukaryota	Ascomycota	
microsphaera_multipartita	Bacteria	Actinobacteria	
desulfomicrobium_apsheronum	Bacteria	Proteobacteria	Deltaproteobacteria
pseudomonas_luteola	Bacteria	Proteobacteria	Gammaproteobacteria
neurospora_africana	Eukaryota	Ascomycota	
erysipelothrix_tonsillarum	Bacteria	Firmicutes	
methanothermobacter_thermophilus	Archaea	Euryarchaeota	
avibacterium_endocarditidis	Bacteria	Proteobacteria	Gammaproteobacteria
inoviridae_escherichia	Bacteria	Proteobacteria	Gammaproteobacteria
actinocorallia_libanotica	Bacteria	Actinobacteria	
nocardiopsis_lucentensis	Bacteria	Actinobacteria	
asaia_astilbis	Bacteria	Proteobacteria	Alphaproteobacteria
paenibacillus_taichungensis	Bacteria	Firmicutes	
shewanella_abyssi	Bacteria	Proteobacteria	Gammaproteobacteria
kribbella_swartbergensis	Bacteria	Actinobacteria	
ensifer_kostiensis	Bacteria	Proteobacteria	Alphaproteobacteria
fangia_hongkongensis	Bacteria	Proteobacteria	Gammaproteobacteria
corynebacterium_glucuronolyticum	Bacteria	Actinobacteria	
acetitomaculum_ruminis	Bacteria	Firmicutes	
paenibacillus_sophorae	Bacteria	Firmicutes	
bjerkandera_adusta	Eukaryota	Basidiomycota	
flexibacter_polymorphus	Bacteria	Bacteroidetes	
williamsia_limnetica	Bacteria	Actinobacteria	
microbacterium_kitamiense	Bacteria	Actinobacteria	
thermococcus_guaymasensis	Archaea	Euryarchaeota	
actinomadura_catellatispora	Bacteria	Actinobacteria	
desulfofaba_hansenii	Bacteria	Proteobacteria	Deltaproteobacteria
pisolithus_arhizus	Eukaryota	Basidiomycota	
phenylobacterium_falsum	Bacteria	Proteobacteria	Alphaproteobacteria
oligella_ureolytica	Bacteria	Proteobacteria	Betaproteobacteria
haliangium_tepidum	Bacteria	Proteobacteria	Deltaproteobacteria
inonotus_hispidus	Eukaryota	Basidiomycota	
bacillus_infantis	Bacteria	Firmicutes	
coniothyrium_cerealis	Eukaryota	Ascomycota	
actinomadura_kijaniata	Bacteria	Actinobacteria	
sphaerisporangium_melleum	Bacteria	Actinobacteria	
gordonia_rhizosphera	Bacteria	Actinobacteria	
phanerochaete_chrysosporium	Eukaryota	Basidiomycota	
pseudomonas_antarctica	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_resistomycificus	Bacteria	Actinobacteria	
desulfococcus_biacutus	Bacteria	Proteobacteria	Deltaproteobacteria
jonesia_denitrificans	Bacteria	Actinobacteria	
mesotoga_prima	Bacteria	Thermotogae	
mycoplasma_pulmonis	Bacteria	Tenericutes	
brevibacterium_massiliense	Bacteria	Actinobacteria	
caloramator_coolhaasii	Bacteria	Firmicutes	
verrucosispora_maris	Bacteria	Actinobacteria	
nonomuraea_rhizophila	Bacteria	Actinobacteria	
psychrobacter_pacificensis	Bacteria	Proteobacteria	Gammaproteobacteria
hamigera_striata	Eukaryota	Ascomycota	
desulfovibrio_piezophilus	Bacteria	Proteobacteria	Deltaproteobacteria
spermophilus_citellus	Eukaryota	Chordata	
aquaspirillum_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria
arcobacter_cryaerophilus	Bacteria	Proteobacteria	Epsilonproteobacteria
lactobacillus_parakefiri	Bacteria	Firmicutes	
dietzia_lutea	Bacteria	Actinobacteria	
prevotella_loescheii	Bacteria	Bacteroidetes	
corynebacterium_lubricantis	Bacteria	Actinobacteria	
lactobacillus_ceti	Bacteria	Firmicutes	
fusobacterium_gonidiaformans	Bacteria	Fusobacteria	
asanoa_iriomotensis	Bacteria	Actinobacteria	
desulfuromonas_acetoxidans	Bacteria	Proteobacteria	Deltaproteobacteria
rhodovibrio_salinarum	Bacteria	Proteobacteria	Alphaproteobacteria
rheum_officinale	Eukaryota	Streptophyta	
acidovorax_temperans	Bacteria	Proteobacteria	Betaproteobacteria
bacillus_stearothermophilus	Bacteria	Firmicutes	
emericella_rugulosa	Eukaryota	Ascomycota	
acetobacter_pomorum	Bacteria	Proteobacteria	Alphaproteobacteria
paenibacillus_peoriae	Bacteria	Firmicutes	
thalassobacillus_cyri	Bacteria	Firmicutes	
lactobacillus_perolens	Bacteria	Firmicutes	
halogeometricum_borinquense	Archaea	Euryarchaeota	
bacteroides_intestinalis	Bacteria	Bacteroidetes	
pyrolobus_fumarii	Archaea	Crenarchaeota	
gossypium_herbaceum	Eukaryota	Streptophyta	
zygosaccharomyces_microellipsoides	Eukaryota	Ascomycota	
pleiochaeta_setosa	Eukaryota	Ascomycota	
listeria_rocourtiae	Bacteria	Firmicutes	
vibrio_fluvialis	Bacteria	Proteobacteria	Gammaproteobacteria
citrobacter_freundii	Bacteria	Proteobacteria	Gammaproteobacteria
corynebacterium_renale	Bacteria	Actinobacteria	
aerococcus_viridans	Bacteria	Firmicutes	
flavobacterium_flavobacterium	Bacteria	Bacteroidetes	
marinococcus_halophilus	Bacteria	Firmicutes	
chitiniphilus_shinanonensis	Bacteria	Proteobacteria	Betaproteobacteria
syntrophorhabdus_aromaticivorans	Bacteria	Proteobacteria	Deltaproteobacteria
microbulbifer_elongatus	Bacteria	Proteobacteria	Gammaproteobacteria
arthroderma_benhamiae	Eukaryota	Ascomycota	
pseudomonas_mendocina	Bacteria	Proteobacteria	Gammaproteobacteria
nocardioides_hankookensis	Bacteria	Actinobacteria	
clostridium_xylanolyticum	Bacteria	Firmicutes	
ixora_chinensis	Eukaryota	Streptophyta	
glomerella_glycines	Eukaryota	Ascomycota	
thiomicrospira_arctica	Bacteria	Proteobacteria	Gammaproteobacteria
rhodococcus_koreensis	Bacteria	Actinobacteria	
pseudomonas_indica	Bacteria	Proteobacteria	Gammaproteobacteria
streptomyces_rubrogriseus	Bacteria	Actinobacteria	
clostridium_algidicarnis	Bacteria	Firmicutes	
lactobacillus_frumenti	Bacteria	Firmicutes	
gluconacetobacter_liquefaciens	Bacteria	Proteobacteria	Alphaproteobacteria
dianthus_superbus	Eukaryota	Streptophyta	
actinia_fragacea	Eukaryota	Cnidaria	
nakamurella_multipartita	Bacteria	Actinobacteria	
tarsipes_rostratus	Eukaryota	Chordata	
aristolochia_macroura	Eukaryota	Streptophyta	
flavobacterium_glaciei	Bacteria	Bacteroidetes	
nocardioides_daedukensis	Bacteria	Actinobacteria	
porphyromonas_levii	Bacteria	Bacteroidetes	
nitrincola_lacisaponensis	Bacteria	Proteobacteria	Gammaproteobacteria
